text,clean_text,tokens,is_manglish_data,code_mixed,manglish_score,emotion_label,secondary_emotion,emotion_scores
"i hate the word “barua” so much, it sounds so ugly. im no saint yang tak mencarut, but that word is soo unattractive both to hear and say.",i hate the word barua so much it sounds so ugly i'm no saint yang tak mencarut but that word is soo unattractive both to hear and say,i hate the word barua so much it sounds so ugly i'm no saint yang tak mencarut but that word is soo unattractive both to hear and say,True,True,2,anger,,"{""anger"": 1}"
"Banyak pulak FB dari Indonesia download post page Kisah Artis Malaysia, edit AI and reupload balik dekat FB diorang.",banyak pulak fb dari indonesia download post page kisah artis malaysia edit ai and reupload balik dekat fb diorang,banyak pulak fb dari indonesia download post page kisah artis malaysia edit ai and reupload balik dekat fb diorang,True,True,3,neutral,,{}
Adulting is when tidur awal pun rasa macam achievement.,adulting is when tidur awal pun rasa macam achievement,adulting is when tidur awal pun rasa macam achievement,True,True,3,neutral,,{}
paling tak suka tengah jalan kan aturcara tiba-tiba ada yang nak add on acara semasa “MAJLIS BERLANGSUNG!!”,paling tak suka tengah jalan kan aturcara tiba tiba ada yang nak add on acara semasa majlis berlangsung,paling tak suka tengah jalan kan aturcara tiba tiba ada yang nak add on acara semasa majlis berlangsung,True,True,5,anger,,"{""anger"": 2}"
"Comelnyaaa Bangcah & Scha Musa dengan trend zaman kanak kanak ni!! Sekarang dua dua tengah on air di segmen Gegar 10-3 tau, jom teman mereka 🤩🩵 #THRGegar",comelnyaa bangcah scha musa dengan trend zaman kanak kanak ni sekarang dua dua tengah on air di segmen gegar 10 3 tau jom teman mereka thrgegar,comelnyaa bangcah scha musa dengan trend zaman kanak kanak ni sekarang dua dua tengah on air di segmen gegar 10 3 tau jom teman mereka thrgegar,True,True,3,neutral,,{}
mother’s day is coming up… and we know this weekend can feel beautiful for some people and incredibly heavy for others. 🤍,mother's day is coming up and we know this weekend can feel beautiful for some people and incredibly heavy for others,mother's day is coming up and we know this weekend can feel beautiful for some people and incredibly heavy for others,True,True,1,neutral,,{}
"for those yang pernah intern , last day korang bagi apa dekat senior , nak cari ideaaa",for those yang pernah intern last day korang bagi apa dekat senior nak cari ideaa,for those yang pernah intern last day korang bagi apa dekat senior nak cari ideaa,True,True,3,neutral,,{}
"Kalau you guna Chatgpt everyday, there's something wrong with you.",kalau you guna chatgpt everyday there's something wrong with you,kalau you guna chatgpt everyday there's something wrong with you,True,True,1,neutral,,{}
"Tadi ada train stop dekat MRT Bukit Bintang, tapi pintu tak buka. After a few minutes, dia gerak. Yang dekat dalam train tu korang turun next station & patah balik ke? Cuz i saw muka korang time train tu gerak 😭 nak gelak tapi tak baik",tadi ada train stop dekat mrt bukit bintang tapi pintu tak buka after a few minutes dia gerak yang dekat dalam train tu korang turun next station patah balik ke cuz i saw muka korang time train tu gerak nak gelak tapi tak baik,tadi ada train stop dekat mrt bukit bintang tapi pintu tak buka after a few minutes dia gerak yang dekat dalam train tu korang turun next station patah balik ke cuz i saw muka korang time train tu gerak nak gelak tapi tak baik,True,True,8,neutral,,{}
Good tips from mak awak. Buy the time tu maybe dapat membantu.,good tips from mak awak buy the time tu maybe dapat membantu,good tips from mak awak buy the time tu maybe dapat membantu,True,True,2,neutral,,{}
"Cemburu orang arab, kena sorok dalam bilik anak sebab ada lelaki datang nak fix rumah, awal dia kejutkan aku tidur suruh masuk bilik anak and jangan keluar selagi orang orang tu tak settle kerja. Tak luaklah bini dia 😕",cemburu orang arab kena sorok dalam bilik anak sebab ada lelaki datang nak fix rumah awal dia kejutkan aku tidur suruh masuk bilik anak and jangan keluar selagi orang orang tu tak settle kerja tak luaklah bini dia,cemburu orang arab kena sorok dalam bilik anak sebab ada lelaki datang nak fix rumah awal dia kejutkan aku tidur suruh masuk bilik anak and jangan keluar selagi orang orang tu tak settle kerja tak luaklah bini dia,True,True,13,neutral,,{}
orang ingat i 19 tahun.... sebenarnya umur i 41... hihi.. alwayz look young... 😊😊,orang ingat i 19 tahun sebenarnya umur i 41 hihi alwayz look young,orang ingat i 19 tahun sebenarnya umur i 41 hihi alwayz look young,True,True,1,neutral,,{}
"""morning""
""thankyou"" 
tak ramai notice this kind of privilege, but it truly makes my days better, something I want to carry into my own family one day.",morning thankyou tak ramai notice this kind of privilege but it truly makes my days better something i want to carry into my own family one day,morning thankyou tak ramai notice this kind of privilege but it truly makes my days better something i want to carry into my own family one day,True,True,1,neutral,,{}
"Date cancelled, sebab saya kena pergi Talk To My Manager malam ni 🫠 korang jangan lupa tengok i di Astro Ria, 9 malam k! Janjihhhh",date cancelled sebab saya kena pergi talk to my manager malam ni korang jangan lupa tengok i di astro ria 9 malam k janjihh,date cancelled sebab saya kena pergi talk to my manager malam ni korang jangan lupa tengok i di astro ria 9 malam k janjihh,True,True,4,neutral,,{}
Selamat pagi. Perempuan single yang bangun awal sebelum pukul 9am hari ahad ni she’s the one.,selamat pagi perempuan single yang bangun awal sebelum pukul 9am hari ahad ni she's the one,selamat pagi perempuan single yang bangun awal sebelum pukul 9am hari ahad ni she's the one,True,True,4,neutral,,{}
"OKAY PEREMPUAN BERSIAP ATLEAST 3/4JAM EVEN KAMI LELAKI DAH SOLAT MANDI TGK NEFLIX SATU MOVIE BARU SETTLED , LEPASTU BILA DAH DALAM KERETA TANYA LAGI “ SAYANG I CANTIK TAK “ , JUMPA MEMBER LAK WEY CANTIK TAK AKU KENA EH ? NGN TUDUNG NI !! WEYYYY MAKSUDNYA KAMU BERSIAP 3/4 JAM TU DIKIRA BARU TESTIMONY LAHHH",okay perempuan bersiap atleast 3 4jam even kami lelaki dah solat mandi tgk neflix satu movie baru settled lepastu bila dah dalam kereta tanya lagi sayang i cantik tak jumpa member lak wey cantik tak aku kena eh ngn tudung ni weyy maksudnya kamu bersiap 3 4 jam tu dikira baru testimony lahh,okay perempuan bersiap atleast 3 4jam even kami lelaki dah solat mandi tgk neflix satu movie baru settled lepastu bila dah dalam kereta tanya lagi sayang i cantik tak jumpa member lak wey cantik tak aku kena eh ngn tudung ni weyy maksudnya kamu bersiap 3 4 jam tu dikira baru testimony lahh,True,True,11,joy,love,"{""joy"": 1, ""love"": 1}"
"No reta no mounjaro 
Tak cut nasi tak workout
Tapi from 96kg to 64kg within 4 months
Murah than mounjaro😍",no reta no mounjaro tak cut nasi tak workout tapi from 96kg to 64kg within 4 months murah than mounjaro,no reta no mounjaro tak cut nasi tak workout tapi from 96kg to 64kg within 4 months murah than mounjaro,True,True,2,neutral,,{}
rindunya nak update someone about my day,rindunya nak update someone about my day,rindunya nak update someone about my day,True,True,1,neutral,,{}
"PEREMPUAN2 CANTIK KALAU ADA EXTRA MONEY TOLONG BELI AMPOULE REJURAN FROM KOREA TUU 😭😭 Dah sebulan pakai kulit makin glowing, plump & licin gila. Pakai pulak dengan reedle shot flawless terusss. Cantik gila skin i sekarangggg",perempuan2 cantik kalau ada extra money tolong beli ampoule rejuran from korea tuu dah sebulan pakai kulit makin glowing plump licin gila pakai pulak dengan reedle shot flawless teruss cantik gila skin i sekarangg,perempuan2 cantik kalau ada extra money tolong beli ampoule rejuran from korea tuu dah sebulan pakai kulit makin glowing plump licin gila pakai pulak dengan reedle shot flawless teruss cantik gila skin i sekarangg,True,True,7,joy,,"{""joy"": 1}"
"since today is mother's day kan i always tertanya to those yang no longer have seorang ibu, how you guys survive this world without doa ibu",since today is mother's day kan i always tertanya to those yang no longer have seorang ibu how you guys survive this world without doa ibu,since today is mother's day kan i always tertanya to those yang no longer have seorang ibu how you guys survive this world without doa ibu,True,True,3,love,,"{""love"": 1}"
Good boys go to heaven ni producers syafiq kyle? Seriouslyyyyyyyy🥳🥳,good boys go to heaven ni producers syafiq kyle seriouslyy,good boys go to heaven ni producers syafiq kyle seriouslyy,True,True,1,neutral,,{}
"lelaki yang main dating apps ni kan, honestly tahu tak yang kitorang boleh tahu korang keluar dengan perempuan based on cara kau bergambar? like dalam cafe senyum direct tengok camera? ni gambar paling common kalau lelaki pergi date, pastu kau tepek dekat dating apps, tergamaknya la nak pakai gambar keluar dengan ex/hts/talking stage, itu kalau ex, aku pernah kenal lelaki pakai gambar macam tu memang ada gf pun 💀",lelaki yang main dating apps ni kan honestly tahu tak yang kitorang boleh tahu korang keluar dengan perempuan based on cara kau bergambar like dalam cafe senyum direct tengok camera ni gambar paling common kalau lelaki pergi date pastu kau tepek dekat dating apps tergamaknya la nak pakai gambar keluar dengan ex hts talking stage itu kalau ex aku pernah kenal lelaki pakai gambar macam tu memang ada gf pun,lelaki yang main dating apps ni kan honestly tahu tak yang kitorang boleh tahu korang keluar dengan perempuan based on cara kau bergambar like dalam cafe senyum direct tengok camera ni gambar paling common kalau lelaki pergi date pastu kau tepek dekat dating apps tergamaknya la nak pakai gambar keluar dengan ex hts talking stage itu kalau ex aku pernah kenal lelaki pakai gambar macam tu memang ada gf pun,True,True,19,neutral,,{}
"“You’re mine!” Terasa perit & pedih ayat Eva ni 🥺 15 years for nothing! 😌 But lesson learned, love shouldn’t ends “sehidup-semati” like this! 😣",you're mine terasa perit pedih ayat eva ni 15 years for nothing but lesson learned love shouldn't ends sehidup semati like this,you're mine terasa perit pedih ayat eva ni 15 years for nothing but lesson learned love shouldn't ends sehidup semati like this,True,True,1,joy,love,"{""joy"": 1, ""love"": 1}"
aik ingt hantavirus je.. rupanya ada yg lain which is nonovirus…,aik ingt hantavirus je rupanya ada yang lain which is nonovirus,aik ingt hantavirus je rupanya ada yang lain which is nonovirus,True,True,2,neutral,,{}
"What is the logic behind makin banyak running / jogging, makin cantik kulit muka😌. Atleast dh tk breakout",what is the logic behind makin banyak running jogging makin cantik kulit muka atleast dh tk breakout,what is the logic behind makin banyak running jogging makin cantik kulit muka atleast dh tk breakout,True,True,2,joy,,"{""joy"": 1}"
Told my dad I tak nak kahwin sebab I dont trust men anymore. My dad cakap ‘takpe duduk sini je biar ayah jaga anak ayah’ 😭,told my dad i tak nak kahwin sebab i don't trust men anymore my dad cakap takpe duduk sini je biar ayah jaga anak ayah',told my dad i tak nak kahwin sebab i don't trust men anymore my dad cakap takpe duduk sini je biar ayah jaga anak ayah,True,True,4,love,,"{""love"": 1}"
"sekejapnya bulan may harini dah 9 haribulan, may you love me just like I love you",sekejapnya bulan may harini dah 9 haribulan may you love me just like i love you,sekejapnya bulan may harini dah 9 haribulan may you love me just like i love you,True,True,1,joy,love,"{""joy"": 1, ""love"": 1}"
"I just went to HomeGoods with my daughter on an errand, & as we were walking in she said, “OH NO, I HAVENT GOTTEN YOU ANYTHING FOR MOTHER’S DAY!”",i just went to homegoods with my daughter on an errand as we were walking in she said oh no i havent gotten you anything for mother's day,i just went to homegoods with my daughter on an errand as we were walking in she said oh no i havent gotten you anything for mother's day,True,True,1,neutral,,{}
"Women to women.
Bila nak period, benda pelik apa yang jadi kat korang? For me, jadi makan banyak lepas tu mengantuk 24/7. Baru bangun pun rasa mengantok lagi.",women to women bila nak period benda pelik apa yang jadi kat korang for me jadi makan banyak lepas tu mengantuk 24 7 baru bangun pun rasa mengantok lagi,women to women bila nak period benda pelik apa yang jadi kat korang for me jadi makan banyak lepas tu mengantuk 24 7 baru bangun pun rasa mengantok lagi,True,True,10,neutral,,{}
Amir ahnaf kau jangan takde eh malam ni kt meet and greet ioi putrajaya. Kerana aku seorang auntyyy yang berwibawa dan penyayang sanggup melayan dan belanja anak buah aku tiket yang terlalu minat dengan kau. Awas eh jangan bagi anak buah aku nangis 😅🥲😂,amir ahnaf kau jangan tak ada eh malam ni kt meet and greet ioi putrajaya kerana aku seorang auntyy yang berwibawa dan penyayang sanggup melayan dan belanja anak buah aku tiket yang terlalu minat dengan kau awas eh jangan bagi anak buah aku nangis,amir ahnaf kau jangan tak ada eh malam ni kt meet and greet ioi putrajaya kerana aku seorang auntyy yang berwibawa dan penyayang sanggup melayan dan belanja anak buah aku tiket yang terlalu minat dengan kau awas eh jangan bagi anak buah aku nangis,True,True,5,neutral,,{}
"orang marah i nangis, i marah orang pun i nangis
eh malas la i .",orang marah i nangis i marah orang pun i nangis eh malas la i,orang marah i nangis i marah orang pun i nangis eh malas la i,True,True,4,anger,,"{""anger"": 1}"
"Nah mana yang suka tengok parisa , i payung wedding reception dia dengan sam lim 🥹",nah mana yang suka tengok parisa i payung wedding reception dia dengan sam lim,nah mana yang suka tengok parisa i payung wedding reception dia dengan sam lim,True,True,4,neutral,,{}
Girls i have dark lips. Macam mana to overcome this eh? Skrg macam makin darker. Aafggghhhh stghes,girls i have dark lips macam mana to overcome this eh skrg macam makin darker aafgghh stghes,girls i have dark lips macam mana to overcome this eh skrg macam makin darker aafgghh stghes,True,True,3,neutral,,{}
Siape like post ni i DM (tak reply siap)🤭,siape like post ni i dm tak reply siap,siape like post ni i dm tak reply siap,True,True,2,neutral,,{}
aku ada degree and tengah bekerja dekat satu company ni. tapi company ni offer aku gaji 1.9k je . is it normal untuk degree holder gaji banyak tu je? ke aku patut blah?,aku ada degree and tengah bekerja dekat satu company ni tapi company ni offer aku gaji 1 9k je is it normal untuk degree holder gaji banyak tu je ke aku patut blah,aku ada degree and tengah bekerja dekat satu company ni tapi company ni offer aku gaji 1 9k je is it normal untuk degree holder gaji banyak tu je ke aku patut blah,True,True,7,neutral,,{}
"Orang cakap mainan tidur. Tapi adik saya beberapa bulan sebelum meninggal. Dia cerita dia kemalangan. Kena langgar. Darah banyak. Dia cakap "" kita takut ""
Kita cakap mainan tidur dan suruh dia hati².
Beberapa hari sebelum kemalangan, dia cakap dekat kawan dia. "" Nanti tengok² kan mama abah. Aku tak pernah tinggalkan mama abah lama² "" Masa tu fikir dia rindu sbb 3h2m dia pergi kem spm. 
Hari kejadian. Betul dia kemalangan, meninggal on the spot. Darah banyak sangat².",orang cakap mainan tidur tapi adik saya beberapa bulan sebelum meninggal dia cerita dia kemalangan kena langgar darah banyak dia cakap kita takut kita cakap mainan tidur dan suruh dia hati beberapa hari sebelum kemalangan dia cakap dekat kawan dia nanti tengok kan mama abah aku tak pernah tinggalkan mama abah lama masa tu fikir dia rindu sbb 3h2m dia pergi kem spm hari kejadian betul dia kemalangan meninggal on the spot darah banyak sangat,orang cakap mainan tidur tapi adik saya beberapa bulan sebelum meninggal dia cerita dia kemalangan kena langgar darah banyak dia cakap kita takut kita cakap mainan tidur dan suruh dia hati beberapa hari sebelum kemalangan dia cakap dekat kawan dia nanti tengok kan mama abah aku tak pernah tinggalkan mama abah lama masa tu fikir dia rindu sbb 3h2m dia pergi kem spm hari kejadian betul dia kemalangan meninggal on the spot darah banyak sangat,True,True,17,fear,sadness,"{""fear"": 1, ""sadness"": 1}"
“you stay dengan family ke sorang” soalan ni perlu ke tanya kalau nak berkenalan ?,you stay dengan family ke sorang soalan ni perlu ke tanya kalau nak berkenalan,you stay dengan family ke sorang soalan ni perlu ke tanya kalau nak berkenalan,True,True,4,neutral,,{}
